STARTTRAVELDATE,STARTREGION,ENDREGION,NUMVISITS
2016-03-01 16:30:00,GEYLANG_0,BEDOK_0,43
2016-03-01 16:30:00,GEYLANG_0,BISHAN_0,23
2016-03-01 16:30:00,GEYLANG_0,BUKIT BATOK_0,5
2016-03-01 16:30:00,GEYLANG_0,BUKIT MERAH_0,18
2016-03-01 16:30:00,GEYLANG_0,BUKIT PANJANG_0,6
2016-03-01 16:30:00,GEYLANG_0,BUKIT TIMAH_0,4
2016-03-01 16:30:00,GEYLANG_0,CHANGI_0,5
2016-03-01 16:30:00,GEYLANG_0,CHOA CHU KANG_0,9
2016-03-01 16:30:00,GEYLANG_0,CLEMENTI_0,12
2016-03-01 16:30:00,GEYLANG_0,DOWNTOWN CORE_0,67
2016-03-01 16:30:00,GEYLANG_0,GEYLANG_0,71
2016-03-01 16:30:00,GEYLANG_0,HOUGANG_0,10
2016-03-01 16:30:00,GEYLANG_0,JURONG EAST_2,13
2016-03-01 16:30:00,GEYLANG_0,JURONG WEST_0,14
2016-03-01 16:30:00,GEYLANG_0,KALLANG_0,28
2016-03-01 16:30:00,GEYLANG_0,MUSEUM_0,9
2016-03-01 16:30:00,GEYLANG_0,NEWTON_0,1
2016-03-01 16:30:00,GEYLANG_0,NOVENA_0,3
2016-03-01 16:30:00,GEYLANG_0,ORCHARD_0,25
2016-03-01 16:30:00,GEYLANG_0,OUTRAM_0,13
2016-03-01 16:30:00,GEYLANG_0,PASIR RIS_1,37
2016-03-01 16:30:00,GEYLANG_0,PIONEER_0,1
2016-03-01 16:30:00,GEYLANG_0,PUNGGOL_0,9
2016-03-01 16:30:00,GEYLANG_0,QUEENSTOWN_0,19
2016-03-01 16:30:00,GEYLANG_0,ROCHOR_0,7
2016-03-01 16:30:00,GEYLANG_0,SEMBAWANG_0,10
2016-03-01 16:30:00,GEYLANG_0,SENGKANG_0,20
2016-03-01 16:30:00,GEYLANG_0,SERANGOON_0,39
2016-03-01 16:30:00,GEYLANG_0,SINGAPORE RIVER_0,3
2016-03-01 16:30:00,GEYLANG_0,SUNGEI KADUT_0,1
2016-03-01 16:30:00,GEYLANG_0,TAMPINES_0,70
2016-03-01 16:30:00,GEYLANG_0,TANGLIN_0,3
2016-03-01 16:30:00,GEYLANG_0,TOA PAYOH_0,24
2016-03-01 16:30:00,GEYLANG_0,WOODLANDS_0,20
2016-03-01 16:30:00,GEYLANG_0,YISHUN_0,14
2016-03-01 16:30:00,HOUGANG_0,ANG MO KIO_0,3
2016-03-01 16:30:00,HOUGANG_0,BISHAN_0,2
2016-03-01 16:30:00,HOUGANG_0,BUKIT MERAH_0,5
2016-03-01 16:30:00,HOUGANG_0,BUKIT TIMAH_0,1
2016-03-01 16:30:00,HOUGANG_0,CHANGI_0,1
2016-03-01 16:30:00,HOUGANG_0,CLEMENTI_0,1
2016-03-01 16:30:00,HOUGANG_0,DOWNTOWN CORE_0,17
2016-03-01 16:30:00,HOUGANG_0,GEYLANG_0,5
2016-03-01 16:30:00,HOUGANG_0,HOUGANG_0,15
2016-03-01 16:30:00,HOUGANG_0,JURONG WEST_0,2
2016-03-01 16:30:00,HOUGANG_0,KALLANG_0,8
2016-03-01 16:30:00,HOUGANG_0,MUSEUM_0,8
2016-03-01 16:30:00,HOUGANG_0,NEWTON_0,1
2016-03-01 16:30:00,HOUGANG_0,NOVENA_0,1
2016-03-01 16:30:00,HOUGANG_0,ORCHARD_0,7
2016-03-01 16:30:00,HOUGANG_0,OUTRAM_0,11
2016-03-01 16:30:00,HOUGANG_0,PUNGGOL_0,40
2016-03-01 16:30:00,HOUGANG_0,QUEENSTOWN_0,2
2016-03-01 16:30:00,HOUGANG_0,ROCHOR_0,15
2016-03-01 16:30:00,HOUGANG_0,SENGKANG_0,49
2016-03-01 16:30:00,HOUGANG_0,SERANGOON_0,28
2016-03-01 16:30:00,HOUGANG_0,SINGAPORE RIVER_0,1
2016-03-01 16:30:00,HOUGANG_0,TOA PAYOH_0,10
2016-03-01 16:30:00,HOUGANG_0,WOODLANDS_0,1
2016-03-01 16:30:00,HOUGANG_0,YISHUN_0,1
2016-03-01 16:30:00,JURONG EAST_2,ANG MO KIO_0,10
2016-03-01 16:30:00,JURONG EAST_2,BEDOK_0,6
2016-03-01 16:30:00,JURONG EAST_2,BISHAN_0,5
2016-03-01 16:30:00,JURONG EAST_2,BUKIT BATOK_0,55
2016-03-01 16:30:00,JURONG EAST_2,BUKIT MERAH_0,22
2016-03-01 16:30:00,JURONG EAST_2,BUKIT PANJANG_0,15
2016-03-01 16:30:00,JURONG EAST_2,BUKIT TIMAH_0,2
2016-03-01 16:30:00,JURONG EAST_2,CHANGI_0,3
2016-03-01 16:30:00,JURONG EAST_2,CHOA CHU KANG_0,86
2016-03-01 16:30:00,JURONG EAST_2,CLEMENTI_0,37
2016-03-01 16:30:00,JURONG EAST_2,DOWNTOWN CORE_0,15
2016-03-01 16:30:00,JURONG EAST_2,GEYLANG_0,13
2016-03-01 16:30:00,JURONG EAST_2,HOUGANG_0,3
2016-03-01 16:30:00,JURONG EAST_2,JURONG EAST_2,11
2016-03-01 16:30:00,JURONG EAST_2,JURONG WEST_0,103
2016-03-01 16:30:00,JURONG EAST_2,KALLANG_0,4
2016-03-01 16:30:00,JURONG EAST_2,MUSEUM_0,2
2016-03-01 16:30:00,JURONG EAST_2,ORCHARD_0,6
2016-03-01 16:30:00,JURONG EAST_2,OUTRAM_0,13
2016-03-01 16:30:00,JURONG EAST_2,PASIR RIS_1,3
2016-03-01 16:30:00,JURONG EAST_2,PIONEER_0,2
2016-03-01 16:30:00,JURONG EAST_2,PUNGGOL_0,2
2016-03-01 16:30:00,JURONG EAST_2,QUEENSTOWN_0,33
2016-03-01 16:30:00,JURONG EAST_2,ROCHOR_0,12
2016-03-01 16:30:00,JURONG EAST_2,SEMBAWANG_0,10
2016-03-01 16:30:00,JURONG EAST_2,SENGKANG_0,3
2016-03-01 16:30:00,JURONG EAST_2,SERANGOON_0,6
2016-03-01 16:30:00,JURONG EAST_2,SINGAPORE RIVER_0,1
2016-03-01 16:30:00,JURONG EAST_2,SUNGEI KADUT_0,12
2016-03-01 16:30:00,JURONG EAST_2,TAMPINES_0,13
2016-03-01 16:30:00,JURONG EAST_2,TOA PAYOH_0,4
2016-03-01 16:30:00,JURONG EAST_2,WOODLANDS_0,43
2016-03-01 16:30:00,JURONG EAST_2,YISHUN_0,19
2016-03-01 16:30:00,JURONG WEST_0,ANG MO KIO_0,11
2016-03-01 16:30:00,JURONG WEST_0,BEDOK_0,9
2016-03-01 16:30:00,JURONG WEST_0,BISHAN_0,4
2016-03-01 16:30:00,JURONG WEST_0,BUKIT BATOK_0,30
2016-03-01 16:30:00,JURONG WEST_0,BUKIT MERAH_0,17
2016-03-01 16:30:00,JURONG WEST_0,BUKIT PANJANG_0,4
2016-03-01 16:30:00,JURONG WEST_0,BUKIT TIMAH_0,1
2016-03-01 16:30:00,JURONG WEST_0,CHANGI_0,6
2016-03-01 16:30:00,JURONG WEST_0,CHOA CHU KANG_0,33
2016-03-01 16:30:00,JURONG WEST_0,CLEMENTI_0,41
2016-03-01 16:30:00,JURONG WEST_0,DOWNTOWN CORE_0,37
2016-03-01 16:30:00,JURONG WEST_0,GEYLANG_0,14
2016-03-01 16:30:00,JURONG WEST_0,HOUGANG_0,5
2016-03-01 16:30:00,JURONG WEST_0,JURONG EAST_2,84
2016-03-01 16:30:00,JURONG WEST_0,JURONG WEST_0,76
2016-03-01 16:30:00,JURONG WEST_0,KALLANG_0,11
2016-03-01 16:30:00,JURONG WEST_0,MUSEUM_0,5
2016-03-01 16:30:00,JURONG WEST_0,NEWTON_0,1
2016-03-01 16:30:00,JURONG WEST_0,NOVENA_0,2
2016-03-01 16:30:00,JURONG WEST_0,ORCHARD_0,9
2016-03-01 16:30:00,JURONG WEST_0,OUTRAM_0,10
2016-03-01 16:30:00,JURONG WEST_0,PASIR RIS_1,5
2016-03-01 16:30:00,JURONG WEST_0,PIONEER_0,13
2016-03-01 16:30:00,JURONG WEST_0,PUNGGOL_0,4
2016-03-01 16:30:00,JURONG WEST_0,QUEENSTOWN_0,35
2016-03-01 16:30:00,JURONG WEST_0,ROCHOR_0,8
2016-03-01 16:30:00,JURONG WEST_0,SEMBAWANG_0,4
2016-03-01 16:30:00,JURONG WEST_0,SENGKANG_0,3
2016-03-01 16:30:00,JURONG WEST_0,SERANGOON_0,1
2016-03-01 16:30:00,JURONG WEST_0,SINGAPORE RIVER_0,2
2016-03-01 16:30:00,JURONG WEST_0,SUNGEI KADUT_0,7
2016-03-01 16:30:00,JURONG WEST_0,TAMPINES_0,9
2016-03-01 16:30:00,JURONG WEST_0,TANGLIN_0,2
2016-03-01 16:30:00,JURONG WEST_0,TOA PAYOH_0,7
2016-03-01 16:30:00,JURONG WEST_0,WOODLANDS_0,32
2016-03-01 16:30:00,JURONG WEST_0,YISHUN_0,8
2016-03-01 16:30:00,KALLANG_0,ANG MO KIO_0,3
2016-03-01 16:30:00,KALLANG_0,BEDOK_0,24
2016-03-01 16:30:00,KALLANG_0,BISHAN_0,2
2016-03-01 16:30:00,KALLANG_0,BUKIT BATOK_0,3
2016-03-01 16:30:00,KALLANG_0,BUKIT MERAH_0,18
2016-03-01 16:30:00,KALLANG_0,BUKIT PANJANG_0,1
2016-03-01 16:30:00,KALLANG_0,BUKIT TIMAH_0,2
2016-03-01 16:30:00,KALLANG_0,CHANGI_0,11
2016-03-01 16:30:00,KALLANG_0,CHOA CHU KANG_0,2
2016-03-01 16:30:00,KALLANG_0,CLEMENTI_0,5
2016-03-01 16:30:00,KALLANG_0,DOWNTOWN CORE_0,57
2016-03-01 16:30:00,KALLANG_0,GEYLANG_0,35
2016-03-01 16:30:00,KALLANG_0,HOUGANG_0,13
2016-03-01 16:30:00,KALLANG_0,JURONG EAST_2,10
2016-03-01 16:30:00,KALLANG_0,JURONG WEST_0,9
2016-03-01 16:30:00,KALLANG_0,KALLANG_0,10
2016-03-01 16:30:00,KALLANG_0,MUSEUM_0,8
2016-03-01 16:30:00,KALLANG_0,NEWTON_0,1
2016-03-01 16:30:00,KALLANG_0,NOVENA_0,1
2016-03-01 16:30:00,KALLANG_0,ORCHARD_0,14
2016-03-01 16:30:00,KALLANG_0,OUTRAM_0,12
2016-03-01 16:30:00,KALLANG_0,PASIR RIS_1,5
2016-03-01 16:30:00,KALLANG_0,PIONEER_0,4
2016-03-01 16:30:00,KALLANG_0,PUNGGOL_0,12
2016-03-01 16:30:00,KALLANG_0,QUEENSTOWN_0,6
2016-03-01 16:30:00,KALLANG_0,ROCHOR_0,17
2016-03-01 16:30:00,KALLANG_0,SEMBAWANG_0,5
2016-03-01 16:30:00,KALLANG_0,SENGKANG_0,21
2016-03-01 16:30:00,KALLANG_0,SERANGOON_0,15
2016-03-01 16:30:00,KALLANG_0,SINGAPORE RIVER_0,1
2016-03-01 16:30:00,KALLANG_0,TAMPINES_0,24
2016-03-01 16:30:00,KALLANG_0,TANGLIN_0,2
2016-03-01 16:30:00,KALLANG_0,TOA PAYOH_0,12
2016-03-01 16:30:00,KALLANG_0,WOODLANDS_0,15
2016-03-01 16:30:00,KALLANG_0,YISHUN_0,7
2016-03-01 16:30:00,MUSEUM_0,ANG MO KIO_0,13
2016-03-01 16:30:00,MUSEUM_0,BEDOK_0,7
2016-03-01 16:30:00,MUSEUM_0,BISHAN_0,10
2016-03-01 16:30:00,MUSEUM_0,BUKIT BATOK_0,5
2016-03-01 16:30:00,MUSEUM_0,BUKIT MERAH_0,8
2016-03-01 16:30:00,MUSEUM_0,BUKIT PANJANG_0,1
2016-03-01 16:30:00,MUSEUM_0,BUKIT TIMAH_0,2
2016-03-01 16:30:00,MUSEUM_0,CHANGI_0,2
2016-03-01 16:30:00,MUSEUM_0,CLEMENTI_0,3
2016-03-01 16:30:00,MUSEUM_0,DOWNTOWN CORE_0,25
2016-03-01 16:30:00,MUSEUM_0,GEYLANG_0,15
2016-03-01 16:30:00,MUSEUM_0,HOUGANG_0,25
2016-03-01 16:30:00,MUSEUM_0,JURONG EAST_2,6
2016-03-01 16:30:00,MUSEUM_0,JURONG WEST_0,9
2016-03-01 16:30:00,MUSEUM_0,KALLANG_0,9
2016-03-01 16:30:00,MUSEUM_0,MUSEUM_0,9
2016-03-01 16:30:00,MUSEUM_0,NEWTON_0,2
2016-03-01 16:30:00,MUSEUM_0,NOVENA_0,6
2016-03-01 16:30:00,MUSEUM_0,ORCHARD_0,37
2016-03-01 16:30:00,MUSEUM_0,OUTRAM_0,14
2016-03-01 16:30:00,MUSEUM_0,PASIR RIS_1,2
2016-03-01 16:30:00,MUSEUM_0,PUNGGOL_0,15
2016-03-01 16:30:00,MUSEUM_0,QUEENSTOWN_0,6
2016-03-01 16:30:00,MUSEUM_0,ROCHOR_0,14
2016-03-01 16:30:00,MUSEUM_0,SEMBAWANG_0,5
2016-03-01 16:30:00,MUSEUM_0,SENGKANG_0,31
2016-03-01 16:30:00,MUSEUM_0,SERANGOON_0,31
2016-03-01 16:30:00,MUSEUM_0,SINGAPORE RIVER_0,5
2016-03-01 16:30:00,MUSEUM_0,TAMPINES_0,8
2016-03-01 16:30:00,MUSEUM_0,TOA PAYOH_0,16
2016-03-01 16:30:00,MUSEUM_0,WOODLANDS_0,11
2016-03-01 16:30:00,MUSEUM_0,YISHUN_0,16
2016-03-01 16:30:00,NEWTON_0,ANG MO KIO_0,18
2016-03-01 16:30:00,NEWTON_0,BEDOK_0,5
2016-03-01 16:30:00,NEWTON_0,BISHAN_0,10
2016-03-01 16:30:00,NEWTON_0,BUKIT BATOK_0,12
2016-03-01 16:30:00,NEWTON_0,BUKIT MERAH_0,1
2016-03-01 16:30:00,NEWTON_0,BUKIT PANJANG_0,14
2016-03-01 16:30:00,NEWTON_0,BUKIT TIMAH_0,25
2016-03-01 16:30:00,NEWTON_0,CHANGI_0,1
2016-03-01 16:30:00,NEWTON_0,CLEMENTI_0,1
2016-03-01 16:30:00,NEWTON_0,DOWNTOWN CORE_0,34
2016-03-01 16:30:00,NEWTON_0,GEYLANG_0,7
2016-03-01 16:30:00,NEWTON_0,HOUGANG_0,1
2016-03-01 16:30:00,NEWTON_0,JURONG EAST_2,4
2016-03-01 16:30:00,NEWTON_0,MUSEUM_0,4
2016-03-01 16:30:00,NEWTON_0,NEWTON_0,5
2016-03-01 16:30:00,NEWTON_0,NOVENA_0,29
2016-03-01 16:30:00,NEWTON_0,ORCHARD_0,20
2016-03-01 16:30:00,NEWTON_0,OUTRAM_0,6
2016-03-01 16:30:00,NEWTON_0,PASIR RIS_1,2
2016-03-01 16:30:00,NEWTON_0,PUNGGOL_0,2
2016-03-01 16:30:00,NEWTON_0,QUEENSTOWN_0,6
2016-03-01 16:30:00,NEWTON_0,ROCHOR_0,18
2016-03-01 16:30:00,NEWTON_0,SEMBAWANG_0,1
2016-03-01 16:30:00,NEWTON_0,SENGKANG_0,3
2016-03-01 16:30:00,NEWTON_0,SERANGOON_0,3
2016-03-01 16:30:00,NEWTON_0,TAMPINES_0,3
2016-03-01 16:30:00,NEWTON_0,TANGLIN_0,6
2016-03-01 16:30:00,NEWTON_0,TOA PAYOH_0,27
2016-03-01 16:30:00,NEWTON_0,WOODLANDS_0,12
2016-03-01 16:30:00,NEWTON_0,YISHUN_0,11
2016-03-01 16:30:00,NOVENA_0,ANG MO KIO_0,45
2016-03-01 16:30:00,NOVENA_0,BEDOK_0,3
2016-03-01 16:30:00,NOVENA_0,BISHAN_0,16
2016-03-01 16:30:00,NOVENA_0,BUKIT BATOK_0,1
2016-03-01 16:30:00,NOVENA_0,BUKIT MERAH_0,4
2016-03-01 16:30:00,NOVENA_0,CHANGI_0,1
2016-03-01 16:30:00,NOVENA_0,CHOA CHU KANG_0,2
2016-03-01 16:30:00,NOVENA_0,CLEMENTI_0,5
2016-03-01 16:30:00,NOVENA_0,DOWNTOWN CORE_0,14
2016-03-01 16:30:00,NOVENA_0,GEYLANG_0,7
2016-03-01 16:30:00,NOVENA_0,HOUGANG_0,7
2016-03-01 16:30:00,NOVENA_0,JURONG EAST_2,3
2016-03-01 16:30:00,NOVENA_0,JURONG WEST_0,4
2016-03-01 16:30:00,NOVENA_0,KALLANG_0,4
2016-03-01 16:30:00,NOVENA_0,MUSEUM_0,9
2016-03-01 16:30:00,NOVENA_0,NEWTON_0,20
2016-03-01 16:30:00,NOVENA_0,NOVENA_0,1
2016-03-01 16:30:00,NOVENA_0,ORCHARD_0,36
2016-03-01 16:30:00,NOVENA_0,OUTRAM_0,2
2016-03-01 16:30:00,NOVENA_0,PASIR RIS_1,5
2016-03-01 16:30:00,NOVENA_0,PUNGGOL_0,2
2016-03-01 16:30:00,NOVENA_0,QUEENSTOWN_0,2
2016-03-01 16:30:00,NOVENA_0,ROCHOR_0,1
2016-03-01 16:30:00,NOVENA_0,SEMBAWANG_0,5
2016-03-01 16:30:00,NOVENA_0,SENGKANG_0,10
2016-03-01 16:30:00,NOVENA_0,SERANGOON_0,9
2016-03-01 16:30:00,NOVENA_0,SUNGEI KADUT_0,3
2016-03-01 16:30:00,NOVENA_0,TAMPINES_0,7
2016-03-01 16:30:00,NOVENA_0,TOA PAYOH_0,59
2016-03-01 16:30:00,NOVENA_0,WOODLANDS_0,20
2016-03-01 16:30:00,NOVENA_0,YISHUN_0,30
2016-03-01 16:30:00,ORCHARD_0,ANG MO KIO_0,41
2016-03-01 16:30:00,ORCHARD_0,BEDOK_0,17
2016-03-01 16:30:00,ORCHARD_0,BISHAN_0,24
2016-03-01 16:30:00,ORCHARD_0,BUKIT BATOK_0,5
2016-03-01 16:30:00,ORCHARD_0,BUKIT MERAH_0,13
2016-03-01 16:30:00,ORCHARD_0,BUKIT TIMAH_0,1
2016-03-01 16:30:00,ORCHARD_0,CHANGI_0,1
2016-03-01 16:30:00,ORCHARD_0,CHOA CHU KANG_0,6
2016-03-01 16:30:00,ORCHARD_0,CLEMENTI_0,3
2016-03-01 16:30:00,ORCHARD_0,DOWNTOWN CORE_0,79
2016-03-01 16:30:00,ORCHARD_0,GEYLANG_0,34
2016-03-01 16:30:00,ORCHARD_0,HOUGANG_0,13
2016-03-01 16:30:00,ORCHARD_0,JURONG EAST_2,7
2016-03-01 16:30:00,ORCHARD_0,JURONG WEST_0,12
2016-03-01 16:30:00,ORCHARD_0,KALLANG_0,18
2016-03-01 16:30:00,ORCHARD_0,MUSEUM_0,24
2016-03-01 16:30:00,ORCHARD_0,NEWTON_0,46
2016-03-01 16:30:00,ORCHARD_0,NOVENA_0,26
2016-03-01 16:30:00,ORCHARD_0,ORCHARD_0,31
2016-03-01 16:30:00,ORCHARD_0,OUTRAM_0,11
2016-03-01 16:30:00,ORCHARD_0,PASIR RIS_1,9
2016-03-01 16:30:00,ORCHARD_0,PUNGGOL_0,11
2016-03-01 16:30:00,ORCHARD_0,QUEENSTOWN_0,7
2016-03-01 16:30:00,ORCHARD_0,ROCHOR_0,13
2016-03-01 16:30:00,ORCHARD_0,SEMBAWANG_0,14
2016-03-01 16:30:00,ORCHARD_0,SENGKANG_0,15
2016-03-01 16:30:00,ORCHARD_0,SERANGOON_0,13
2016-03-01 16:30:00,ORCHARD_0,SINGAPORE RIVER_0,7
2016-03-01 16:30:00,ORCHARD_0,SUNGEI KADUT_0,3
2016-03-01 16:30:00,ORCHARD_0,TAMPINES_0,19
2016-03-01 16:30:00,ORCHARD_0,TOA PAYOH_0,48
2016-03-01 16:30:00,ORCHARD_0,WOODLANDS_0,29
2016-03-01 16:30:00,ORCHARD_0,YISHUN_0,49
2016-03-01 16:30:00,OUTRAM_0,ANG MO KIO_0,15
2016-03-01 16:30:00,OUTRAM_0,BEDOK_0,21
2016-03-01 16:30:00,OUTRAM_0,BISHAN_0,13
2016-03-01 16:30:00,OUTRAM_0,BUKIT BATOK_0,14
2016-03-01 16:30:00,OUTRAM_0,BUKIT MERAH_0,34
2016-03-01 16:30:00,OUTRAM_0,BUKIT PANJANG_0,15
2016-03-01 16:30:00,OUTRAM_0,BUKIT TIMAH_0,12
2016-03-01 16:30:00,OUTRAM_0,CHANGI_0,4
2016-03-01 16:30:00,OUTRAM_0,CHOA CHU KANG_0,14
2016-03-01 16:30:00,OUTRAM_0,CLEMENTI_0,12
2016-03-01 16:30:00,OUTRAM_0,DOWNTOWN CORE_0,61
2016-03-01 16:30:00,OUTRAM_0,GEYLANG_0,24
2016-03-01 16:30:00,OUTRAM_0,HOUGANG_0,34
2016-03-01 16:30:00,OUTRAM_0,JURONG EAST_2,21
2016-03-01 16:30:00,OUTRAM_0,JURONG WEST_0,22
2016-03-01 16:30:00,OUTRAM_0,KALLANG_0,21
2016-03-01 16:30:00,OUTRAM_0,MUSEUM_0,17
2016-03-01 16:30:00,OUTRAM_0,NEWTON_0,8
2016-03-01 16:30:00,OUTRAM_0,NOVENA_0,4
2016-03-01 16:30:00,OUTRAM_0,ORCHARD_0,20
2016-03-01 16:30:00,OUTRAM_0,OUTRAM_0,30
2016-03-01 16:30:00,OUTRAM_0,PASIR RIS_1,10
2016-03-01 16:30:00,OUTRAM_0,PIONEER_0,1
2016-03-01 16:30:00,OUTRAM_0,PUNGGOL_0,17
2016-03-01 16:30:00,OUTRAM_0,QUEENSTOWN_0,21
2016-03-01 16:30:00,OUTRAM_0,ROCHOR_0,34
2016-03-01 16:30:00,OUTRAM_0,SEMBAWANG_0,3
2016-03-01 16:30:00,OUTRAM_0,SENGKANG_0,32
2016-03-01 16:30:00,OUTRAM_0,SERANGOON_0,45
2016-03-01 16:30:00,OUTRAM_0,SINGAPORE RIVER_0,6
2016-03-01 16:30:00,OUTRAM_0,SUNGEI KADUT_0,1
2016-03-01 16:30:00,OUTRAM_0,TAMPINES_0,26
2016-03-01 16:30:00,OUTRAM_0,TANGLIN_0,4
2016-03-01 16:30:00,OUTRAM_0,TOA PAYOH_0,36
2016-03-01 16:30:00,OUTRAM_0,WOODLANDS_0,18
2016-03-01 16:30:00,OUTRAM_0,YISHUN_0,15
2016-03-01 16:30:00,PASIR RIS_1,ANG MO KIO_0,1
2016-03-01 16:30:00,PASIR RIS_1,BEDOK_0,25
2016-03-01 16:30:00,PASIR RIS_1,BISHAN_0,2
2016-03-01 16:30:00,PASIR RIS_1,BUKIT MERAH_0,3
2016-03-01 16:30:00,PASIR RIS_1,CLEMENTI_0,1
2016-03-01 16:30:00,PASIR RIS_1,DOWNTOWN CORE_0,22
2016-03-01 16:30:00,PASIR RIS_1,GEYLANG_0,21
2016-03-01 16:30:00,PASIR RIS_1,JURONG EAST_2,2
2016-03-01 16:30:00,PASIR RIS_1,JURONG WEST_0,7
2016-03-01 16:30:00,PASIR RIS_1,KALLANG_0,8
2016-03-01 16:30:00,PASIR RIS_1,MUSEUM_0,1
2016-03-01 16:30:00,PASIR RIS_1,NOVENA_0,1
2016-03-01 16:30:00,PASIR RIS_1,ORCHARD_0,10
2016-03-01 16:30:00,PASIR RIS_1,OUTRAM_0,4
2016-03-01 16:30:00,PASIR RIS_1,QUEENSTOWN_0,6
2016-03-01 16:30:00,PASIR RIS_1,ROCHOR_0,1
2016-03-01 16:30:00,PASIR RIS_1,TAMPINES_0,48
2016-03-01 16:30:00,PASIR RIS_1,TOA PAYOH_0,4
2016-03-01 16:30:00,PASIR RIS_1,WOODLANDS_0,2
2016-03-01 16:30:00,PIONEER_0,ANG MO KIO_0,7
2016-03-01 16:30:00,PIONEER_0,BEDOK_0,2
2016-03-01 16:30:00,PIONEER_0,BISHAN_0,5
2016-03-01 16:30:00,PIONEER_0,BUKIT BATOK_0,15
2016-03-01 16:30:00,PIONEER_0,BUKIT MERAH_0,2
2016-03-01 16:30:00,PIONEER_0,BUKIT PANJANG_0,4
2016-03-01 16:30:00,PIONEER_0,CHOA CHU KANG_0,15
2016-03-01 16:30:00,PIONEER_0,CLEMENTI_0,11
2016-03-01 16:30:00,PIONEER_0,DOWNTOWN CORE_0,5
2016-03-01 16:30:00,PIONEER_0,GEYLANG_0,10
2016-03-01 16:30:00,PIONEER_0,JURONG EAST_2,18
2016-03-01 16:30:00,PIONEER_0,JURONG WEST_0,52
2016-03-01 16:30:00,PIONEER_0,KALLANG_0,6
2016-03-01 16:30:00,PIONEER_0,MUSEUM_0,1
2016-03-01 16:30:00,PIONEER_0,ORCHARD_0,1
2016-03-01 16:30:00,PIONEER_0,OUTRAM_0,2
2016-03-01 16:30:00,PIONEER_0,PASIR RIS_1,2
2016-03-01 16:30:00,PIONEER_0,PUNGGOL_0,1
2016-03-01 16:30:00,PIONEER_0,QUEENSTOWN_0,6
2016-03-01 16:30:00,PIONEER_0,ROCHOR_0,4
2016-03-01 16:30:00,PIONEER_0,SEMBAWANG_0,2
2016-03-01 16:30:00,PIONEER_0,SENGKANG_0,5
2016-03-01 16:30:00,PIONEER_0,SERANGOON_0,1
2016-03-01 16:30:00,PIONEER_0,SINGAPORE RIVER_0,1
2016-03-01 16:30:00,PIONEER_0,SUNGEI KADUT_0,1
2016-03-01 16:30:00,PIONEER_0,TAMPINES_0,3
2016-03-01 16:30:00,PIONEER_0,TOA PAYOH_0,2
2016-03-01 16:30:00,PIONEER_0,WOODLANDS_0,8
2016-03-01 16:30:00,PIONEER_0,YISHUN_0,7
2016-03-01 16:30:00,PUNGGOL_0,BISHAN_0,5
2016-03-01 16:30:00,PUNGGOL_0,BUKIT BATOK_0,1
2016-03-01 16:30:00,PUNGGOL_0,BUKIT MERAH_0,3
2016-03-01 16:30:00,PUNGGOL_0,BUKIT TIMAH_0,1
2016-03-01 16:30:00,PUNGGOL_0,CLEMENTI_0,3
2016-03-01 16:30:00,PUNGGOL_0,DOWNTOWN CORE_0,9
2016-03-01 16:30:00,PUNGGOL_0,GEYLANG_0,7
2016-03-01 16:30:00,PUNGGOL_0,HOUGANG_0,29
2016-03-01 16:30:00,PUNGGOL_0,JURONG EAST_2,2
2016-03-01 16:30:00,PUNGGOL_0,JURONG WEST_0,5
2016-03-01 16:30:00,PUNGGOL_0,KALLANG_0,6
2016-03-01 16:30:00,PUNGGOL_0,MUSEUM_0,7
2016-03-01 16:30:00,PUNGGOL_0,NOVENA_0,3
2016-03-01 16:30:00,PUNGGOL_0,ORCHARD_0,6
2016-03-01 16:30:00,PUNGGOL_0,OUTRAM_0,8
2016-03-01 16:30:00,PUNGGOL_0,PUNGGOL_0,111
2016-03-01 16:30:00,PUNGGOL_0,QUEENSTOWN_0,3
2016-03-01 16:30:00,PUNGGOL_0,ROCHOR_0,13
2016-03-01 16:30:00,PUNGGOL_0,SENGKANG_0,51
2016-03-01 16:30:00,PUNGGOL_0,SERANGOON_0,14
2016-03-01 16:30:00,PUNGGOL_0,TOA PAYOH_0,5
2016-03-01 16:30:00,PUNGGOL_0,WOODLANDS_0,2
2016-03-01 16:30:00,QUEENSTOWN_0,ANG MO KIO_0,11
2016-03-01 16:30:00,QUEENSTOWN_0,BEDOK_0,23
2016-03-01 16:30:00,QUEENSTOWN_0,BISHAN_0,32
2016-03-01 16:30:00,QUEENSTOWN_0,BUKIT BATOK_0,29
2016-03-01 16:30:00,QUEENSTOWN_0,BUKIT MERAH_0,65
2016-03-01 16:30:00,QUEENSTOWN_0,BUKIT PANJANG_0,13
2016-03-01 16:30:00,QUEENSTOWN_0,BUKIT TIMAH_0,18
2016-03-01 16:30:00,QUEENSTOWN_0,CHANGI_0,4
2016-03-01 16:30:00,QUEENSTOWN_0,CHOA CHU KANG_0,52
2016-03-01 16:30:00,QUEENSTOWN_0,CLEMENTI_0,54
2016-03-01 16:30:00,QUEENSTOWN_0,DOWNTOWN CORE_0,51
2016-03-01 16:30:00,QUEENSTOWN_0,GEYLANG_0,28
2016-03-01 16:30:00,QUEENSTOWN_0,HOUGANG_0,10
