STARTTRAVELDATE,STARTREGION,ENDREGION,NUMVISITS
2016-03-01 10:30:00,BUKIT BATOK_0,CHANGI_0,2
2016-03-01 10:30:00,BUKIT BATOK_0,CHOA CHU KANG_0,22
2016-03-01 10:30:00,BUKIT BATOK_0,CLEMENTI_0,10
2016-03-01 10:30:00,BUKIT BATOK_0,DOWNTOWN CORE_0,23
2016-03-01 10:30:00,BUKIT BATOK_0,GEYLANG_0,3
2016-03-01 10:30:00,BUKIT BATOK_0,HOUGANG_0,1
2016-03-01 10:30:00,BUKIT BATOK_0,JURONG EAST_2,54
2016-03-01 10:30:00,BUKIT BATOK_0,JURONG WEST_0,15
2016-03-01 10:30:00,BUKIT BATOK_0,KALLANG_0,2
2016-03-01 10:30:00,BUKIT BATOK_0,MUSEUM_0,5
2016-03-01 10:30:00,BUKIT BATOK_0,NEWTON_0,7
2016-03-01 10:30:00,BUKIT BATOK_0,NOVENA_0,3
2016-03-01 10:30:00,BUKIT BATOK_0,ORCHARD_0,8
2016-03-01 10:30:00,BUKIT BATOK_0,OUTRAM_0,5
2016-03-01 10:30:00,BUKIT BATOK_0,PIONEER_0,2
2016-03-01 10:30:00,BUKIT BATOK_0,PUNGGOL_0,1
2016-03-01 10:30:00,BUKIT BATOK_0,QUEENSTOWN_0,9
2016-03-01 10:30:00,BUKIT BATOK_0,ROCHOR_0,2
2016-03-01 10:30:00,BUKIT BATOK_0,SEMBAWANG_0,1
2016-03-01 10:30:00,BUKIT BATOK_0,SINGAPORE RIVER_0,1
2016-03-01 10:30:00,BUKIT BATOK_0,SUNGEI KADUT_0,5
2016-03-01 10:30:00,BUKIT BATOK_0,TAMPINES_0,3
2016-03-01 10:30:00,BUKIT BATOK_0,TANGLIN_0,2
2016-03-01 10:30:00,BUKIT BATOK_0,WOODLANDS_0,12
2016-03-01 10:30:00,BUKIT BATOK_0,YISHUN_0,4
2016-03-01 10:30:00,BUKIT MERAH_0,BEDOK_0,2
2016-03-01 10:30:00,BUKIT MERAH_0,BUKIT BATOK_0,7
2016-03-01 10:30:00,BUKIT MERAH_0,BUKIT MERAH_0,8
2016-03-01 10:30:00,BUKIT MERAH_0,BUKIT PANJANG_0,3
2016-03-01 10:30:00,BUKIT MERAH_0,BUKIT TIMAH_0,1
2016-03-01 10:30:00,BUKIT MERAH_0,CHANGI_0,6
2016-03-01 10:30:00,BUKIT MERAH_0,CHOA CHU KANG_0,9
2016-03-01 10:30:00,BUKIT MERAH_0,CLEMENTI_0,8
2016-03-01 10:30:00,BUKIT MERAH_0,DOWNTOWN CORE_0,65
2016-03-01 10:30:00,BUKIT MERAH_0,GEYLANG_0,8
2016-03-01 10:30:00,BUKIT MERAH_0,HOUGANG_0,1
2016-03-01 10:30:00,BUKIT MERAH_0,JURONG EAST_2,9
2016-03-01 10:30:00,BUKIT MERAH_0,JURONG WEST_0,5
2016-03-01 10:30:00,BUKIT MERAH_0,KALLANG_0,14
2016-03-01 10:30:00,BUKIT MERAH_0,MUSEUM_0,4
2016-03-01 10:30:00,BUKIT MERAH_0,NOVENA_0,2
2016-03-01 10:30:00,BUKIT MERAH_0,ORCHARD_0,6
2016-03-01 10:30:00,BUKIT MERAH_0,OUTRAM_0,26
2016-03-01 10:30:00,BUKIT MERAH_0,PASIR RIS_1,3
2016-03-01 10:30:00,BUKIT MERAH_0,PIONEER_0,1
2016-03-01 10:30:00,BUKIT MERAH_0,QUEENSTOWN_0,25
2016-03-01 10:30:00,BUKIT MERAH_0,ROCHOR_0,8
2016-03-01 10:30:00,BUKIT MERAH_0,SEMBAWANG_0,2
2016-03-01 10:30:00,BUKIT MERAH_0,SENGKANG_0,4
2016-03-01 10:30:00,BUKIT MERAH_0,SERANGOON_0,1
2016-03-01 10:30:00,BUKIT MERAH_0,SINGAPORE RIVER_0,2
2016-03-01 10:30:00,BUKIT MERAH_0,SUNGEI KADUT_0,3
2016-03-01 10:30:00,BUKIT MERAH_0,TAMPINES_0,10
2016-03-01 10:30:00,BUKIT MERAH_0,TOA PAYOH_0,12
2016-03-01 10:30:00,BUKIT MERAH_0,WOODLANDS_0,2
2016-03-01 10:30:00,BUKIT MERAH_0,YISHUN_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,ANG MO KIO_0,4
2016-03-01 10:30:00,BUKIT PANJANG_0,BISHAN_0,2
2016-03-01 10:30:00,BUKIT PANJANG_0,BUKIT BATOK_0,5
2016-03-01 10:30:00,BUKIT PANJANG_0,BUKIT MERAH_0,2
2016-03-01 10:30:00,BUKIT PANJANG_0,BUKIT PANJANG_0,65
2016-03-01 10:30:00,BUKIT PANJANG_0,BUKIT TIMAH_0,14
2016-03-01 10:30:00,BUKIT PANJANG_0,CHANGI_0,3
2016-03-01 10:30:00,BUKIT PANJANG_0,CHOA CHU KANG_0,33
2016-03-01 10:30:00,BUKIT PANJANG_0,CLEMENTI_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,DOWNTOWN CORE_0,17
2016-03-01 10:30:00,BUKIT PANJANG_0,GEYLANG_0,2
2016-03-01 10:30:00,BUKIT PANJANG_0,JURONG EAST_2,10
2016-03-01 10:30:00,BUKIT PANJANG_0,JURONG WEST_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,KALLANG_0,3
2016-03-01 10:30:00,BUKIT PANJANG_0,MUSEUM_0,2
2016-03-01 10:30:00,BUKIT PANJANG_0,NEWTON_0,17
2016-03-01 10:30:00,BUKIT PANJANG_0,OUTRAM_0,9
2016-03-01 10:30:00,BUKIT PANJANG_0,PASIR RIS_1,2
2016-03-01 10:30:00,BUKIT PANJANG_0,PIONEER_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,QUEENSTOWN_0,9
2016-03-01 10:30:00,BUKIT PANJANG_0,ROCHOR_0,12
2016-03-01 10:30:00,BUKIT PANJANG_0,SENGKANG_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,SERANGOON_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,SINGAPORE RIVER_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,TAMPINES_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,TANGLIN_0,2
2016-03-01 10:30:00,BUKIT PANJANG_0,TOA PAYOH_0,1
2016-03-01 10:30:00,BUKIT PANJANG_0,WOODLANDS_0,3
2016-03-01 10:30:00,BUKIT PANJANG_0,YISHUN_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,ANG MO KIO_0,3
2016-03-01 10:30:00,BUKIT TIMAH_0,BEDOK_0,4
2016-03-01 10:30:00,BUKIT TIMAH_0,BISHAN_0,3
2016-03-01 10:30:00,BUKIT TIMAH_0,BUKIT BATOK_0,2
2016-03-01 10:30:00,BUKIT TIMAH_0,BUKIT MERAH_0,5
2016-03-01 10:30:00,BUKIT TIMAH_0,BUKIT PANJANG_0,5
2016-03-01 10:30:00,BUKIT TIMAH_0,BUKIT TIMAH_0,11
2016-03-01 10:30:00,BUKIT TIMAH_0,CHOA CHU KANG_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,CLEMENTI_0,2
2016-03-01 10:30:00,BUKIT TIMAH_0,DOWNTOWN CORE_0,13
2016-03-01 10:30:00,BUKIT TIMAH_0,GEYLANG_0,5
2016-03-01 10:30:00,BUKIT TIMAH_0,HOUGANG_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,JURONG EAST_2,3
2016-03-01 10:30:00,BUKIT TIMAH_0,JURONG WEST_0,4
2016-03-01 10:30:00,BUKIT TIMAH_0,KALLANG_0,4
2016-03-01 10:30:00,BUKIT TIMAH_0,MUSEUM_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,NEWTON_0,21
2016-03-01 10:30:00,BUKIT TIMAH_0,ORCHARD_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,OUTRAM_0,15
2016-03-01 10:30:00,BUKIT TIMAH_0,QUEENSTOWN_0,26
2016-03-01 10:30:00,BUKIT TIMAH_0,ROCHOR_0,13
2016-03-01 10:30:00,BUKIT TIMAH_0,SENGKANG_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,SERANGOON_0,4
2016-03-01 10:30:00,BUKIT TIMAH_0,SINGAPORE RIVER_0,1
2016-03-01 10:30:00,BUKIT TIMAH_0,TANGLIN_0,4
2016-03-01 10:30:00,BUKIT TIMAH_0,TOA PAYOH_0,2
2016-03-01 10:30:00,BUKIT TIMAH_0,WOODLANDS_0,1
2016-03-01 10:30:00,CHANGI_0,ANG MO KIO_0,2
2016-03-01 10:30:00,CHANGI_0,BEDOK_0,12
2016-03-01 10:30:00,CHANGI_0,BUKIT BATOK_0,1
2016-03-01 10:30:00,CHANGI_0,BUKIT MERAH_0,2
2016-03-01 10:30:00,CHANGI_0,CHOA CHU KANG_0,2
2016-03-01 10:30:00,CHANGI_0,DOWNTOWN CORE_0,14
2016-03-01 10:30:00,CHANGI_0,GEYLANG_0,7
2016-03-01 10:30:00,CHANGI_0,JURONG WEST_0,2
2016-03-01 10:30:00,CHANGI_0,KALLANG_0,2
2016-03-01 10:30:00,CHANGI_0,MUSEUM_0,1
2016-03-01 10:30:00,CHANGI_0,OUTRAM_0,9
2016-03-01 10:30:00,CHANGI_0,ROCHOR_0,4
2016-03-01 10:30:00,CHANGI_0,TAMPINES_0,11
2016-03-01 10:30:00,CHANGI_0,WOODLANDS_0,1
2016-03-01 10:30:00,CHANGI_0,YISHUN_0,1
2016-03-01 10:30:00,CHOA CHU KANG_0,ANG MO KIO_0,6
2016-03-01 10:30:00,CHOA CHU KANG_0,BEDOK_0,2
2016-03-01 10:30:00,CHOA CHU KANG_0,BISHAN_0,3
2016-03-01 10:30:00,CHOA CHU KANG_0,BUKIT BATOK_0,20
2016-03-01 10:30:00,CHOA CHU KANG_0,BUKIT MERAH_0,20
2016-03-01 10:30:00,CHOA CHU KANG_0,BUKIT PANJANG_0,23
2016-03-01 10:30:00,CHOA CHU KANG_0,CHOA CHU KANG_0,59
2016-03-01 10:30:00,CHOA CHU KANG_0,CLEMENTI_0,16
2016-03-01 10:30:00,CHOA CHU KANG_0,DOWNTOWN CORE_0,13
2016-03-01 10:30:00,CHOA CHU KANG_0,GEYLANG_0,3
2016-03-01 10:30:00,CHOA CHU KANG_0,JURONG EAST_2,52
2016-03-01 10:30:00,CHOA CHU KANG_0,JURONG WEST_0,14
2016-03-01 10:30:00,CHOA CHU KANG_0,KALLANG_0,2
2016-03-01 10:30:00,CHOA CHU KANG_0,MUSEUM_0,1
2016-03-01 10:30:00,CHOA CHU KANG_0,NOVENA_0,2
2016-03-01 10:30:00,CHOA CHU KANG_0,ORCHARD_0,8
2016-03-01 10:30:00,CHOA CHU KANG_0,OUTRAM_0,5
2016-03-01 10:30:00,CHOA CHU KANG_0,QUEENSTOWN_0,31
2016-03-01 10:30:00,CHOA CHU KANG_0,ROCHOR_0,1
2016-03-01 10:30:00,CHOA CHU KANG_0,SEMBAWANG_0,4
2016-03-01 10:30:00,CHOA CHU KANG_0,SERANGOON_0,1
2016-03-01 10:30:00,CHOA CHU KANG_0,SINGAPORE RIVER_0,1
2016-03-01 10:30:00,CHOA CHU KANG_0,SUNGEI KADUT_0,9
2016-03-01 10:30:00,CHOA CHU KANG_0,TAMPINES_0,3
2016-03-01 10:30:00,CHOA CHU KANG_0,TOA PAYOH_0,4
2016-03-01 10:30:00,CHOA CHU KANG_0,WOODLANDS_0,30
2016-03-01 10:30:00,CHOA CHU KANG_0,YISHUN_0,7
2016-03-01 10:30:00,CLEMENTI_0,ANG MO KIO_0,2
2016-03-01 10:30:00,CLEMENTI_0,BEDOK_0,3
2016-03-01 10:30:00,CLEMENTI_0,BISHAN_0,1
2016-03-01 10:30:00,CLEMENTI_0,BUKIT BATOK_0,6
2016-03-01 10:30:00,CLEMENTI_0,BUKIT MERAH_0,9
2016-03-01 10:30:00,CLEMENTI_0,BUKIT PANJANG_0,1
2016-03-01 10:30:00,CLEMENTI_0,BUKIT TIMAH_0,2
2016-03-01 10:30:00,CLEMENTI_0,CHOA CHU KANG_0,4
2016-03-01 10:30:00,CLEMENTI_0,DOWNTOWN CORE_0,24
2016-03-01 10:30:00,CLEMENTI_0,GEYLANG_0,6
2016-03-01 10:30:00,CLEMENTI_0,HOUGANG_0,1
2016-03-01 10:30:00,CLEMENTI_0,JURONG EAST_2,23
2016-03-01 10:30:00,CLEMENTI_0,JURONG WEST_0,20
2016-03-01 10:30:00,CLEMENTI_0,KALLANG_0,2
2016-03-01 10:30:00,CLEMENTI_0,MUSEUM_0,1
2016-03-01 10:30:00,CLEMENTI_0,NOVENA_0,3
2016-03-01 10:30:00,CLEMENTI_0,ORCHARD_0,3
2016-03-01 10:30:00,CLEMENTI_0,OUTRAM_0,5
2016-03-01 10:30:00,CLEMENTI_0,PIONEER_0,3
2016-03-01 10:30:00,CLEMENTI_0,QUEENSTOWN_0,17
2016-03-01 10:30:00,CLEMENTI_0,ROCHOR_0,4
2016-03-01 10:30:00,CLEMENTI_0,SENGKANG_0,1
2016-03-01 10:30:00,CLEMENTI_0,SERANGOON_0,3
2016-03-01 10:30:00,CLEMENTI_0,SUNGEI KADUT_0,1
2016-03-01 10:30:00,CLEMENTI_0,TAMPINES_0,5
2016-03-01 10:30:00,CLEMENTI_0,TOA PAYOH_0,3
2016-03-01 10:30:00,CLEMENTI_0,WOODLANDS_0,2
2016-03-01 10:30:00,CLEMENTI_0,YISHUN_0,1
2016-03-01 10:30:00,DOWNTOWN CORE_0,ANG MO KIO_0,9
2016-03-01 10:30:00,DOWNTOWN CORE_0,BEDOK_0,12
2016-03-01 10:30:00,DOWNTOWN CORE_0,BISHAN_0,5
2016-03-01 10:30:00,DOWNTOWN CORE_0,BUKIT BATOK_0,7
2016-03-01 10:30:00,DOWNTOWN CORE_0,BUKIT MERAH_0,30
2016-03-01 10:30:00,DOWNTOWN CORE_0,BUKIT PANJANG_0,2
2016-03-01 10:30:00,DOWNTOWN CORE_0,BUKIT TIMAH_0,4
2016-03-01 10:30:00,DOWNTOWN CORE_0,CHANGI_0,6
2016-03-01 10:30:00,DOWNTOWN CORE_0,CHOA CHU KANG_0,4
2016-03-01 10:30:00,DOWNTOWN CORE_0,CLEMENTI_0,5
2016-03-01 10:30:00,DOWNTOWN CORE_0,DOWNTOWN CORE_0,125
2016-03-01 10:30:00,DOWNTOWN CORE_0,GEYLANG_0,23
2016-03-01 10:30:00,DOWNTOWN CORE_0,HOUGANG_0,2
2016-03-01 10:30:00,DOWNTOWN CORE_0,JURONG EAST_2,7
2016-03-01 10:30:00,DOWNTOWN CORE_0,JURONG WEST_0,13
2016-03-01 10:30:00,DOWNTOWN CORE_0,KALLANG_0,27
2016-03-01 10:30:00,DOWNTOWN CORE_0,MUSEUM_0,18
2016-03-01 10:30:00,DOWNTOWN CORE_0,NEWTON_0,8
2016-03-01 10:30:00,DOWNTOWN CORE_0,NOVENA_0,8
2016-03-01 10:30:00,DOWNTOWN CORE_0,ORCHARD_0,42
2016-03-01 10:30:00,DOWNTOWN CORE_0,OUTRAM_0,32
2016-03-01 10:30:00,DOWNTOWN CORE_0,PASIR RIS_1,10
2016-03-01 10:30:00,DOWNTOWN CORE_0,PIONEER_0,2
2016-03-01 10:30:00,DOWNTOWN CORE_0,PUNGGOL_0,1
2016-03-01 10:30:00,DOWNTOWN CORE_0,QUEENSTOWN_0,10
2016-03-01 10:30:00,DOWNTOWN CORE_0,ROCHOR_0,11
2016-03-01 10:30:00,DOWNTOWN CORE_0,SEMBAWANG_0,2
2016-03-01 10:30:00,DOWNTOWN CORE_0,SENGKANG_0,1
2016-03-01 10:30:00,DOWNTOWN CORE_0,SERANGOON_0,4
2016-03-01 10:30:00,DOWNTOWN CORE_0,SINGAPORE RIVER_0,3
2016-03-01 10:30:00,DOWNTOWN CORE_0,SUNGEI KADUT_0,2
2016-03-01 10:30:00,DOWNTOWN CORE_0,TAMPINES_0,18
2016-03-01 10:30:00,DOWNTOWN CORE_0,TANGLIN_0,3
2016-03-01 10:30:00,DOWNTOWN CORE_0,TOA PAYOH_0,19
2016-03-01 10:30:00,DOWNTOWN CORE_0,WOODLANDS_0,8
2016-03-01 10:30:00,DOWNTOWN CORE_0,YISHUN_0,7
2016-03-01 10:30:00,GEYLANG_0,ANG MO KIO_0,7
2016-03-01 10:30:00,GEYLANG_0,BEDOK_0,25
2016-03-01 10:30:00,GEYLANG_0,BISHAN_0,10
2016-03-01 10:30:00,GEYLANG_0,BUKIT BATOK_0,1
2016-03-01 10:30:00,GEYLANG_0,BUKIT MERAH_0,15
2016-03-01 10:30:00,GEYLANG_0,BUKIT TIMAH_0,5
2016-03-01 10:30:00,GEYLANG_0,CHANGI_0,11
2016-03-01 10:30:00,GEYLANG_0,CLEMENTI_0,2
2016-03-01 10:30:00,GEYLANG_0,DOWNTOWN CORE_0,94
2016-03-01 10:30:00,GEYLANG_0,GEYLANG_0,38
2016-03-01 10:30:00,GEYLANG_0,HOUGANG_0,3
2016-03-01 10:30:00,GEYLANG_0,JURONG EAST_2,12
2016-03-01 10:30:00,GEYLANG_0,JURONG WEST_0,13
2016-03-01 10:30:00,GEYLANG_0,KALLANG_0,21
2016-03-01 10:30:00,GEYLANG_0,MUSEUM_0,16
2016-03-01 10:30:00,GEYLANG_0,NEWTON_0,1
2016-03-01 10:30:00,GEYLANG_0,NOVENA_0,4
2016-03-01 10:30:00,GEYLANG_0,ORCHARD_0,30
2016-03-01 10:30:00,GEYLANG_0,OUTRAM_0,17
2016-03-01 10:30:00,GEYLANG_0,PASIR RIS_1,4
2016-03-01 10:30:00,GEYLANG_0,PIONEER_0,1
2016-03-01 10:30:00,GEYLANG_0,PUNGGOL_0,5
2016-03-01 10:30:00,GEYLANG_0,QUEENSTOWN_0,18
2016-03-01 10:30:00,GEYLANG_0,ROCHOR_0,1
2016-03-01 10:30:00,GEYLANG_0,SEMBAWANG_0,1
2016-03-01 10:30:00,GEYLANG_0,SENGKANG_0,3
2016-03-01 10:30:00,GEYLANG_0,SERANGOON_0,13
2016-03-01 10:30:00,GEYLANG_0,SUNGEI KADUT_0,1
2016-03-01 10:30:00,GEYLANG_0,TAMPINES_0,30
2016-03-01 10:30:00,GEYLANG_0,TANGLIN_0,2
2016-03-01 10:30:00,GEYLANG_0,TOA PAYOH_0,8
2016-03-01 10:30:00,GEYLANG_0,WOODLANDS_0,5
2016-03-01 10:30:00,GEYLANG_0,YISHUN_0,3
2016-03-01 10:30:00,HOUGANG_0,ANG MO KIO_0,2
2016-03-01 10:30:00,HOUGANG_0,BEDOK_0,1
2016-03-01 10:30:00,HOUGANG_0,BISHAN_0,4
2016-03-01 10:30:00,HOUGANG_0,BUKIT MERAH_0,10
2016-03-01 10:30:00,HOUGANG_0,BUKIT PANJANG_0,1
2016-03-01 10:30:00,HOUGANG_0,BUKIT TIMAH_0,4
2016-03-01 10:30:00,HOUGANG_0,CHANGI_0,1
2016-03-01 10:30:00,HOUGANG_0,CHOA CHU KANG_0,1
2016-03-01 10:30:00,HOUGANG_0,CLEMENTI_0,2
2016-03-01 10:30:00,HOUGANG_0,DOWNTOWN CORE_0,19
2016-03-01 10:30:00,HOUGANG_0,GEYLANG_0,5
2016-03-01 10:30:00,HOUGANG_0,HOUGANG_0,9
2016-03-01 10:30:00,HOUGANG_0,JURONG EAST_2,1
2016-03-01 10:30:00,HOUGANG_0,JURONG WEST_0,6
2016-03-01 10:30:00,HOUGANG_0,KALLANG_0,8
2016-03-01 10:30:00,HOUGANG_0,MUSEUM_0,17
2016-03-01 10:30:00,HOUGANG_0,NEWTON_0,2
2016-03-01 10:30:00,HOUGANG_0,NOVENA_0,6
2016-03-01 10:30:00,HOUGANG_0,ORCHARD_0,14
2016-03-01 10:30:00,HOUGANG_0,OUTRAM_0,35
2016-03-01 10:30:00,HOUGANG_0,PUNGGOL_0,21
2016-03-01 10:30:00,HOUGANG_0,QUEENSTOWN_0,12
2016-03-01 10:30:00,HOUGANG_0,ROCHOR_0,32
2016-03-01 10:30:00,HOUGANG_0,SENGKANG_0,19
2016-03-01 10:30:00,HOUGANG_0,SERANGOON_0,15
2016-03-01 10:30:00,HOUGANG_0,SINGAPORE RIVER_0,3
2016-03-01 10:30:00,HOUGANG_0,TAMPINES_0,4
2016-03-01 10:30:00,HOUGANG_0,TOA PAYOH_0,12
2016-03-01 10:30:00,HOUGANG_0,WOODLANDS_0,1
2016-03-01 10:30:00,HOUGANG_0,YISHUN_0,2
2016-03-01 10:30:00,JURONG EAST_2,ANG MO KIO_0,5
2016-03-01 10:30:00,JURONG EAST_2,BEDOK_0,3
2016-03-01 10:30:00,JURONG EAST_2,BUKIT BATOK_0,13
2016-03-01 10:30:00,JURONG EAST_2,BUKIT MERAH_0,11
2016-03-01 10:30:00,JURONG EAST_2,BUKIT PANJANG_0,2
2016-03-01 10:30:00,JURONG EAST_2,BUKIT TIMAH_0,2
2016-03-01 10:30:00,JURONG EAST_2,CHANGI_0,2
2016-03-01 10:30:00,JURONG EAST_2,CHOA CHU KANG_0,15
2016-03-01 10:30:00,JURONG EAST_2,CLEMENTI_0,17
2016-03-01 10:30:00,JURONG EAST_2,DOWNTOWN CORE_0,28
2016-03-01 10:30:00,JURONG EAST_2,GEYLANG_0,7
2016-03-01 10:30:00,JURONG EAST_2,HOUGANG_0,2
2016-03-01 10:30:00,JURONG EAST_2,JURONG EAST_2,7
2016-03-01 10:30:00,JURONG EAST_2,JURONG WEST_0,28
2016-03-01 10:30:00,JURONG EAST_2,KALLANG_0,3
2016-03-01 10:30:00,JURONG EAST_2,MUSEUM_0,2
2016-03-01 10:30:00,JURONG EAST_2,NEWTON_0,2
2016-03-01 10:30:00,JURONG EAST_2,NOVENA_0,2
2016-03-01 10:30:00,JURONG EAST_2,ORCHARD_0,5
2016-03-01 10:30:00,JURONG EAST_2,OUTRAM_0,4
2016-03-01 10:30:00,JURONG EAST_2,PIONEER_0,2
2016-03-01 10:30:00,JURONG EAST_2,PUNGGOL_0,1
2016-03-01 10:30:00,JURONG EAST_2,QUEENSTOWN_0,20
2016-03-01 10:30:00,JURONG EAST_2,ROCHOR_0,4
2016-03-01 10:30:00,JURONG EAST_2,SEMBAWANG_0,3
2016-03-01 10:30:00,JURONG EAST_2,SUNGEI KADUT_0,1
2016-03-01 10:30:00,JURONG EAST_2,TANGLIN_0,2
2016-03-01 10:30:00,JURONG EAST_2,TOA PAYOH_0,3
2016-03-01 10:30:00,JURONG EAST_2,WOODLANDS_0,11
2016-03-01 10:30:00,JURONG EAST_2,YISHUN_0,2
2016-03-01 10:30:00,JURONG WEST_0,ANG MO KIO_0,12
2016-03-01 10:30:00,JURONG WEST_0,BEDOK_0,9
2016-03-01 10:30:00,JURONG WEST_0,BISHAN_0,5
2016-03-01 10:30:00,JURONG WEST_0,BUKIT BATOK_0,18
2016-03-01 10:30:00,JURONG WEST_0,BUKIT MERAH_0,19
2016-03-01 10:30:00,JURONG WEST_0,BUKIT PANJANG_0,3
2016-03-01 10:30:00,JURONG WEST_0,BUKIT TIMAH_0,2
2016-03-01 10:30:00,JURONG WEST_0,CHANGI_0,4
2016-03-01 10:30:00,JURONG WEST_0,CHOA CHU KANG_0,13
2016-03-01 10:30:00,JURONG WEST_0,CLEMENTI_0,30
2016-03-01 10:30:00,JURONG WEST_0,DOWNTOWN CORE_0,49
2016-03-01 10:30:00,JURONG WEST_0,GEYLANG_0,14
2016-03-01 10:30:00,JURONG WEST_0,JURONG EAST_2,65
2016-03-01 10:30:00,JURONG WEST_0,JURONG WEST_0,40
2016-03-01 10:30:00,JURONG WEST_0,KALLANG_0,15
2016-03-01 10:30:00,JURONG WEST_0,MUSEUM_0,9
2016-03-01 10:30:00,JURONG WEST_0,NEWTON_0,1
2016-03-01 10:30:00,JURONG WEST_0,NOVENA_0,6
2016-03-01 10:30:00,JURONG WEST_0,ORCHARD_0,13
2016-03-01 10:30:00,JURONG WEST_0,OUTRAM_0,27
2016-03-01 10:30:00,JURONG WEST_0,PASIR RIS_1,1
2016-03-01 10:30:00,JURONG WEST_0,PIONEER_0,14
2016-03-01 10:30:00,JURONG WEST_0,PUNGGOL_0,1
2016-03-01 10:30:00,JURONG WEST_0,QUEENSTOWN_0,34
2016-03-01 10:30:00,JURONG WEST_0,ROCHOR_0,11
2016-03-01 10:30:00,JURONG WEST_0,SEMBAWANG_0,2
2016-03-01 10:30:00,JURONG WEST_0,SENGKANG_0,2
2016-03-01 10:30:00,JURONG WEST_0,SERANGOON_0,2
2016-03-01 10:30:00,JURONG WEST_0,SINGAPORE RIVER_0,2
2016-03-01 10:30:00,JURONG WEST_0,SUNGEI KADUT_0,8
2016-03-01 10:30:00,JURONG WEST_0,TAMPINES_0,3
2016-03-01 10:30:00,JURONG WEST_0,TANGLIN_0,2
2016-03-01 10:30:00,JURONG WEST_0,TOA PAYOH_0,5
2016-03-01 10:30:00,JURONG WEST_0,WOODLANDS_0,5
2016-03-01 10:30:00,JURONG WEST_0,YISHUN_0,6
2016-03-01 10:30:00,KALLANG_0,ANG MO KIO_0,7
2016-03-01 10:30:00,KALLANG_0,BEDOK_0,14
2016-03-01 10:30:00,KALLANG_0,BISHAN_0,5
2016-03-01 10:30:00,KALLANG_0,BUKIT BATOK_0,2
2016-03-01 10:30:00,KALLANG_0,BUKIT MERAH_0,12
2016-03-01 10:30:00,KALLANG_0,CHANGI_0,7
2016-03-01 10:30:00,KALLANG_0,CHOA CHU KANG_0,1
2016-03-01 10:30:00,KALLANG_0,CLEMENTI_0,8
2016-03-01 10:30:00,KALLANG_0,DOWNTOWN CORE_0,67
2016-03-01 10:30:00,KALLANG_0,GEYLANG_0,21
2016-03-01 10:30:00,KALLANG_0,HOUGANG_0,11
2016-03-01 10:30:00,KALLANG_0,JURONG EAST_2,5
2016-03-01 10:30:00,KALLANG_0,JURONG WEST_0,4
2016-03-01 10:30:00,KALLANG_0,KALLANG_0,4
2016-03-01 10:30:00,KALLANG_0,MUSEUM_0,15
2016-03-01 10:30:00,KALLANG_0,NOVENA_0,5
2016-03-01 10:30:00,KALLANG_0,ORCHARD_0,20
2016-03-01 10:30:00,KALLANG_0,OUTRAM_0,28
2016-03-01 10:30:00,KALLANG_0,PASIR RIS_1,1
2016-03-01 10:30:00,KALLANG_0,PIONEER_0,1
2016-03-01 10:30:00,KALLANG_0,PUNGGOL_0,2
2016-03-01 10:30:00,KALLANG_0,QUEENSTOWN_0,12
2016-03-01 10:30:00,KALLANG_0,ROCHOR_0,26
2016-03-01 10:30:00,KALLANG_0,SENGKANG_0,7
2016-03-01 10:30:00,KALLANG_0,SERANGOON_0,4
2016-03-01 10:30:00,KALLANG_0,SINGAPORE RIVER_0,10
2016-03-01 10:30:00,KALLANG_0,TAMPINES_0,9
2016-03-01 10:30:00,KALLANG_0,TANGLIN_0,2
2016-03-01 10:30:00,KALLANG_0,TOA PAYOH_0,9
2016-03-01 10:30:00,KALLANG_0,WOODLANDS_0,5
2016-03-01 10:30:00,KALLANG_0,YISHUN_0,3
2016-03-01 10:30:00,MUSEUM_0,ANG MO KIO_0,5
2016-03-01 10:30:00,MUSEUM_0,BEDOK_0,1
2016-03-01 10:30:00,MUSEUM_0,BUKIT MERAH_0,4
2016-03-01 10:30:00,MUSEUM_0,CHANGI_0,1
2016-03-01 10:30:00,MUSEUM_0,DOWNTOWN CORE_0,22
2016-03-01 10:30:00,MUSEUM_0,GEYLANG_0,2
2016-03-01 10:30:00,MUSEUM_0,KALLANG_0,1
2016-03-01 10:30:00,MUSEUM_0,MUSEUM_0,3
2016-03-01 10:30:00,MUSEUM_0,NEWTON_0,1
2016-03-01 10:30:00,MUSEUM_0,NOVENA_0,1
2016-03-01 10:30:00,MUSEUM_0,ORCHARD_0,10
